Title,Year,Mileage,Power,Price,Location,Image_URL
SE PRODAVA AUDI Q5 2.0tdi quattro,2009,"200,000 km",125 kW (168 Hp),"12.300
 €",Битола,//reklama5.mk/photos/big/281deb2a-7cb0-464b-9ee8-350584ef129c.jpg
Seat Leon 1.6 TNG,2007,"200,000 km",75 kW (101 Hp),"4.900
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/801ea726-7d9f-470d-9990-8f3050049372.jpg
RENAULT LAGUNA 1.5 DCI 2009 G REG CELA G SO FULL OPREMA NAVI,2009,"200,000 km",81 kW (109 Hp),"3.499
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/4599f27a-23e3-4650-8077-1f66c0cb703d.jpg
OPEL CORSA D 1.2 2006 G REG CELA GOD ATEST PLIN FULL OPREMA,2006,"200,000 km",55 kW (74 Hp),"2.550
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/e9181d7a-ed18-449b-9a85-0a8e9b7c0253.jpg
Се продава Ford Fiesta 1.4 tdci 2008-дизел,2008,"180,000 km",50 kW (67 Hp),"3.500
 €",Велес,//reklama5.mk/photos/big/d79eff82-6a46-4916-ab34-2e47c185008d.jpg
SEAT IBIZA 1.6(77KW)TDI 2010 GODINA,2010,"170,000 km",77 kW (103 Hp),"5.000
 €",Долнени / Прилеп,//reklama5.mk/photos/big/a6e50168-daf5-4c74-97c7-042e96fa8c9e.jpg
Citroen C4 Picasso 1.6 eHDI 2011god Euro5,2011,"200,000 km",80 kW (107 Hp),"5.600
 €",Битола,//reklama5.mk/photos/big/929b42bd-85c9-4796-b795-22625609f402.jpg
"VW POLO 1.2 TDI 55 kW, 2014 g. EURO 5 BlueMotion",2014,"170,000 km",55 kW (74 Hp),"5.600
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/b0ffc2d6-5948-4c44-9ae9-42ce365eac2a.jpg
AUDI A1 1.6TDI 105KS S LINE PANORAMA,2011,"250,000 km",77 kW (103 Hp),По Договор,Битола,//reklama5.mk/photos/big/a5646469-10d4-431b-b953-81d69402bcc7.jpg
BMW G30 530XD,2019,"170,000 km",195 kW (261 Hp),"5
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/21cc821c-fda9-4040-a4ad-10240f368d62.jpg
SE PRODAVA PEUGEOT PARTNER,2025,"15,000 km",55 kW (74 Hp),"111.111
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/60fb1d5b-36d8-4dd2-a746-7757e1b159d1.jpg
Golf 6 2011,2011,"250,000 km",77 kW (103 Hp),"6.000
 €",Прилеп,//reklama5.mk/photos/big/025aa92b-60fc-4f52-af0a-b89919e2a246.jpg
Mazda 2 prv sopstvenik,2009,"85,000 km",63 kW (84 Hp),"5.800
 €",Карпош / Скопје,//reklama5.mk/photos/big/aa68ea0b-24ce-4f36-b5b2-4a04cc2412d0.jpg
Audi a4 140ks,2008,"250,000 km",105 kW (141 Hp),"7.500
 €",Прилеп,//reklama5.mk/photos/big/e6e21edd-9b46-49e3-b293-17a1a6e3a339.jpg
Audi A3 1.9tdi sline,2007,"250,000 km",77 kW (103 Hp),"5.999
 €",Струмица,//reklama5.mk/photos/big/abb22110-02df-4dd6-bec3-a67b68cd9e48.jpg
SEAT LEON 1.9 TDI FACELIFT 2010,2010,"190,000 km",77 kW (103 Hp),"6.300
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/cab3b656-5feb-4a03-a0c9-66856da8403d.jpg
VW POLO 1.4 TDI,2015,"160,000 km",55 kW (74 Hp),"1
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/ad01655d-a94f-41b5-b8ad-5fc20d5885e3.jpg
Fiat punto 1.2 8v,1999,"250,000 km",44 kW (59 Hp),"1.500
 €",Битола,//reklama5.mk/photos/big/644a2b8e-85ca-482d-95ec-c5a6cbe76f0d.jpg
BMW F10 535XI M Aerodynamic,2013,"180,000 km",225 kW (302 Hp),"19.000
 €",Ѓорче Петров / Скопје,//reklama5.mk/photos/big/f22ce1a5-1703-4a2e-ad9c-2b4b9b68f382.jpg
Se prodava golf 4 1.9tdi 116hp,2000,"300,000 km",85 kW (114 Hp),"2.500
 €",Илинден / Скопје,//reklama5.mk/photos/big/6d00ab97-4966-4e0a-95d8-429eb2a4b3b9.jpg
AUDI A5 3.0TDI 204KS AVTOMATIK 2013GOD,2013,"200,000 km",150 kW (201 Hp),"14.900
 €",Крива Паланка,//reklama5.mk/photos/big/696ab478-3d78-426a-8f1b-20fcece14c9a.jpg
BMW 216d 2018,2018,"180,000 km",85 kW (114 Hp),"10.990
 €",Крива Паланка,//reklama5.mk/photos/big/ce92368d-70e9-4ade-8b28-c9c448eac75d.jpg
BMW X1 2.0D 143KS X-LINE X-DRIVE 2013GOD FACELIFT,2013,"160,000 km",105 kW (141 Hp),"9.500
 €",Крива Паланка,//reklama5.mk/photos/big/279152e9-e02c-4efe-84f5-dfe848d13c8c.jpg
Range Rover EVOQUE 2016 Facelift,2016,"170,000 km",110 kW (148 Hp),"18.800
 €",Крива Паланка,//reklama5.mk/photos/big/e5f3e354-89cc-47ea-945b-af43a2dc0b4b.jpg
PEUGEOT 308 1.6HDI 92KS 2015GOD,2015,"150,000 km",68 kW (91 Hp),"7.500
 €",Крива Паланка,//reklama5.mk/photos/big/c1551d26-bc34-490c-8c71-e2bd6de74259.jpg
OPEL MOKKA 1.7CDTI 136KS 2014GOD 4x4,2014,"180,000 km",103 kW (138 Hp),"8.990
 €",Крива Паланка,//reklama5.mk/photos/big/5382c597-539d-440c-bf5a-22f8d260c4bf.jpg
Golf 7 TDI,2013,"180,000 km",77 kW (103 Hp),"10.800
 €",Струга,//reklama5.mk/photos/big/a61ae14a-5c7c-4538-bc5b-02276dccd449.jpg
MINI COUNTRYMAN 1.6D 115KS 2012GOD,2012,"100,000 km",82 kW (110 Hp),"7.990
 €",Крива Паланка,//reklama5.mk/photos/big/b26e776c-e4e0-4c3f-b0a4-5c5f56f0dae7.jpg
MINI COUNTRYMAN NAVI 1.6D 115KS 2013GOD,2013,"150,000 km",82 kW (110 Hp),"8.650
 €",Крива Паланка,//reklama5.mk/photos/big/066c807f-1891-4ade-9f46-190d23e2a768.jpg
SEAT IBIZA 1.2TDI 80KS 2012GOD COPA,2012,"200,000 km",60 kW (80 Hp),"5.250
 €",Крива Паланка,//reklama5.mk/photos/big/7f7fa184-7d8b-4b9f-a505-f528d518b960.jpg
Porsche CARERA 911,2002,"190,000 km",235 kW (315 Hp),"25.000
 €",Струга,//reklama5.mk/photos/big/a079988f-e9a3-4706-b338-570de49458ca.jpg
NISSAN JUKE 1.5DCI 110KS 2013GOD,2013,"170,000 km",81 kW (109 Hp),"7.300
 €",Крива Паланка,//reklama5.mk/photos/big/911686d2-4fb5-4218-9424-cdd16758070b.jpg
Passat 1.9 TDI,2006,"200,000 km",77 kW (103 Hp),"5.700
 €",Струга,//reklama5.mk/photos/big/2566a92a-13db-4ca3-85a1-102097989b05.jpg
Yugo 55,1992,"170,000 km",40 kW (54 Hp),"240
 €",Струга,//reklama5.mk/photos/big/5b5fd524-f9f2-4e1e-b787-dca861ada40d.jpg
Citroen C3 benzin/plin,2006,"250,000 km",54 kW (72 Hp),"2.400
 €",Ѓорче Петров / Скопје,//reklama5.mk/photos/big/87e0e85d-e8b4-4f08-b3ef-8c65d76a7126.jpg
OPEL CORSA 1.3CDTI 2007GODINA VO EXTRA SOSTOJBA,2007,"140,000 km",55 kW (74 Hp),"3.300
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/193f8db2-b920-4ba3-a5be-58e2021327f1.jpg
GOLF 6   1.6  TDI  2010,2010,"250,000 km",77 kW (103 Hp),"55
 €",Сарај / Скопје,//reklama5.mk/photos/big/0f924389-b4cc-4a1e-9b2e-ded2afcc427c.jpg
***** AUDI A3 1.6 TDI 105ks *****,2011,"190,000 km",85 kW (114 Hp),"6.999
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/4b69e0b5-4221-4684-9ef7-f0e386541fb8.jpg
Peugeot 206 2005god,2005,"200,000 km",44 kW (59 Hp),"2.000
 €",Велес,//reklama5.mk/photos/big/40bb1faf-e2d4-4644-a726-6bc0e0f3247e.jpg
SE PRODAVA VW JETTA GT 2.0TDI 170KS,2007,"300,000 km",125 kW (168 Hp),По Договор,Битола,//reklama5.mk/photos/big/1bb22214-26d4-4940-adc4-40f77e4c2a60.jpg
Seat Ibica 1.2. Benzin plin.zelen .k,2007,"170,000 km",58 kW (78 Hp),"2.950
 €",Битола,//reklama5.mk/photos/big/30400d16-024a-4de2-90c9-e0603fbc925b.jpg
GOLF 5 1.9 TDI 105KS 2008 GODINA,2008,"160,000 km",77 kW (103 Hp),"5.650
 €",Куманово,//reklama5.mk/photos/big/c3e4ba0a-1b2a-4154-9ec6-7de2da784942.jpg
MINI COOPER SPORT LINE 1.6i 16V 116KS 5+R EXTRA SOSTOJBA -05,2005,"190,000 km",85 kW (114 Hp),"1.800
 €",Автокоманда / Скопје,//reklama5.mk/photos/big/5b19b7f5-1374-4827-b84f-1a82c6371b2f.jpg
BMW 525 TDS 99 godina registrirano,1999,"200,000 km",105 kW (141 Hp),"2.400
 €",Струга,//reklama5.mk/photos/big/95dde257-b0dc-4fda-b763-743c3bbea4d2.jpg
Pezo 207 1.6 Hdi 2007 god reg klima panorama,2007,"200,000 km",88 kW (118 Hp),"3.100
 €",Велес,//reklama5.mk/photos/big/f97cbfef-c042-45c8-83d1-fb901949dc29.jpg
RENAULT LAGUNA III 1.5 DCI-110KS--REDIZAJN-MODEL 2011!!NOVA!,2011,"200,000 km",81 kW (109 Hp),"5.290
 €",Битола,//reklama5.mk/photos/big/841d237c-2a07-4968-85a8-66afd7350ddd.jpg
BMW 118d Moze Zamena,2008,"200,000 km",105 kW (141 Hp),"5.200
 €",Аеродром / Скопје,//reklama5.mk/photos/big/d6cc48bd-a587-4f38-b217-4d2b62e69c73.jpg
BMW 320 DIZEL 99 GOD REGISTRIRANO VO ODLICNA SOSTOJBA VELES,1999,"200,000 km",100 kW (134 Hp),"2.000
 €",Велес,//reklama5.mk/photos/big/a876095b-f792-4b50-810f-cbf4e615aead.jpg
VW TURAN 2.0 TDI DSG 2005 7.SEDISTA REG CELA GOD,2005,"200,000 km",103 kW (138 Hp),"3.700
 €",Велес,//reklama5.mk/photos/big/4bbdbb16-5211-47e6-ada3-13bdd07efcd3.jpg
HAVARISAN FORD FOCUS 1.5tdci AUTOMATIC 2018god,2018,"130,000 km",88 kW (118 Hp),"7.800
 €",Ѓорче Петров / Скопје,//reklama5.mk/photos/big/652d104b-76c0-4e0e-9b2d-d4d6017b1cf5.jpg
VW CADDY MAXI 2.0 TDI 7 SEDISTA,2016,"180,000 km",75 kW (101 Hp),"19.300
 €",Ѓорче Петров / Скопје,//reklama5.mk/photos/big/70def26e-9ad7-4227-b17c-3cd5941bfecd.jpg
VW JETTA 2.0 TDI AUTOMATIC,2015,"180,000 km",81 kW (109 Hp),"14.500
 €",Ѓорче Петров / Скопје,//reklama5.mk/photos/big/5d528de0-d158-4e54-9527-e2de88bc3e9f.jpg
Seat Altea prv gazda 97000km neuvezena,2007,"95,000 km",63 kW (84 Hp),"5.800
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/4f0c5ffa-c934-4a86-87d9-574b0a078801.jpg
BMW 116i Top sostojba ZAMENA ZA AUTOMATIK,2007,"190,000 km",85 kW (114 Hp),"4.700
 €",Брвеница / Тетово,//reklama5.mk/photos/big/9d20b65f-7db1-4c79-89bb-9f787af214f0.jpg
Se prodava PEUGEOT 508,2011,"190,000 km",120 kW (161 Hp),"7.600
 €",Штип,//reklama5.mk/photos/big/f56d2cbd-e47f-409b-b09a-87918f142aca.jpg
TOYOTA AYGO 1.O,2008,"150,000 km",50 kW (67 Hp),"33
 €",Куманово,//reklama5.mk/photos/big/2e73647f-59d7-421c-9ae5-65ab004d8ebe.jpg
Citroen C1 COLOR EDITION,2009,"180,000 km",50 kW (67 Hp),"35
 €",Куманово,//reklama5.mk/photos/big/7074cb1c-9e3d-4b1f-a3f4-d10e2ecb6b1a.jpg
"Land Rover Range Rover EVOQUE 2.0 Dizel, Automatik, 2019 god",2019,"70,000 km",110 kW (148 Hp),"34.500
 €",Карпош / Скопје,//reklama5.mk/photos/big/24cd52a8-857b-43b2-817b-0f1a0894a8a0.jpg
"Audi Q5 2.0 TDI quattro 190 ks, 2018 god.",2018,"160,000 km",140 kW (188 Hp),"32.900
 €",Карпош / Скопје,//reklama5.mk/photos/big/70f061ca-4224-4a8d-8610-546b23181471.jpg
"Audi Q5 2.0 TDI quattro, 2017 god.",2017,"200,000 km",120 kW (161 Hp),"29.500
 €",Карпош / Скопје,//reklama5.mk/photos/big/150576d5-bbe4-4718-a88a-f958d5648f91.jpg
WW PASSAT 1.6 TDI DSG FULL OPSION,2017,"170,000 km",110 kW (148 Hp),"16.500
 €",Куманово,//reklama5.mk/photos/big/9327c11e-6ff8-417e-9e2e-a763914f561f.jpg
VW POLO 1.2,2009,"160,000 km",51 kW (68 Hp),"36
 €",Куманово,//reklama5.mk/photos/big/e553e0da-4e29-424b-8572-cc74e66d7c42.jpg
"Fiat Ducato 2.0 multijetdizel, 2016 god.",2016,"100,000 km",85 kW (114 Hp),"13.900
 €",Карпош / Скопје,//reklama5.mk/photos/big/6dc02159-c058-4445-a18b-adb71ba18f56.jpg
MERCEDES E 220 CDI AMG E63 LOOK,2017,"170,000 km",194 kW (260 Hp),"28.500
 €",Куманово,//reklama5.mk/photos/big/46986f37-8bf3-4cf8-93bc-43e819fa6b55.jpg
"Mercedes-Benz GLC 220 CDI, AMG, 4 Matic, 2017 god.",2017,"190,000 km",120 kW (161 Hp),"26.500
 €",Карпош / Скопје,//reklama5.mk/photos/big/48c6a71f-e401-4515-9542-fedd27aa330d.jpg
VW POLO 1.4,2006,"170,000 km",74 kW (99 Hp),"35
 €",Куманово,//reklama5.mk/photos/big/7f40dcc0-2aa2-4fa8-8daf-6122c6780878.jpg
AUDI A7 3.0 TDI QUATRO S-LINE SWISS 2014,2013,"180,000 km",180 kW (241 Hp),"17.900
 €",Куманово,//reklama5.mk/photos/big/5c21995a-df8c-4bcc-ad7e-1bb6e47a232a.jpg
AUDI A7 3.0 TDI QUATRO BI-TURBO 313 KS,2013,"180,000 km",230 kW (308 Hp),"18.900
 €",Куманово,//reklama5.mk/photos/big/d217aabf-f3a9-464d-bfd9-c16f8a82a60a.jpg
Mazda 2 1.3,2008,"170,000 km",63 kW (84 Hp),"44
 €",Куманово,//reklama5.mk/photos/big/86226dcf-f4bd-44cf-9ca3-5e99fc03fd56.jpg
"Renault Kadjar 1.5 dCi, Automatik, 2o2o god.",2020,"120,000 km",85 kW (114 Hp),"18.500
 €",Карпош / Скопје,//reklama5.mk/photos/big/194fced6-7782-4502-a996-0069c09b4a9a.jpg
"BMW X1 2.0 Dizel, 150ks, 2016 god",2016,"180,000 km",110 kW (148 Hp),"15.950
 €",Карпош / Скопје,//reklama5.mk/photos/big/78e467f9-df2b-42f2-be0d-337d62ca731f.jpg
"Audi A3 1.6 TDI 105ks, S-tronic, 2013",2013,"190,000 km",77 kW (103 Hp),"13.400
 €",Карпош / Скопје,//reklama5.mk/photos/big/45dbc949-7089-45aa-a7e7-0922626a8bfc.jpg
FIAT PANDA 1.2 2010,2010,"170,000 km",44 kW (59 Hp),"35
 €",Куманово,//reklama5.mk/photos/big/fa12756c-672f-483c-b815-8198ed750a12.jpg
TOYOTA AYGO 1.O,2006,"160,000 km",50 kW (67 Hp),"30
 €",Куманово,//reklama5.mk/photos/big/5ba3662c-8a1c-468d-85d5-ac348f24e2cd.jpg
"Citroen C3 AirCross 1.2 110ks, AUTOMATIK, FULL, 2018",2018,"140,000 km",81 kW (109 Hp),"11.650
 €",Карпош / Скопје,//reklama5.mk/photos/big/d697ecf6-7a4f-44b0-9e65-7ef231b23fe8.jpg
"Fiat 500L 1.3 CDTi 95ks, FULL, 2018 GOD, 38.000 KM !!!",2018,"35,000 km",70 kW (94 Hp),"15.250
 €",Карпош / Скопје,//reklama5.mk/photos/big/5103e7bc-6984-4614-b238-c02e33d4c178.jpg
"Opel Corsa F, 1.5 CDTi 102 ks, 2020 god.",2020,"180,000 km",75 kW (101 Hp),"9.900
 €",Карпош / Скопје,//reklama5.mk/photos/big/6b65b26a-83e1-405c-bf42-a46162160825.jpg
FIAT FIORINO 1.3 MULTIJET 2009,2009,"140,000 km",101 kW (135 Hp),"1
 €",Куманово,//reklama5.mk/photos/big/4a66de1f-25b0-40a3-ad05-7a8dcff44070.jpg
"Volkswagen Passat 1.6 TDI 105 ks, Highline, 2012 g.",2012,"250,000 km",77 kW (103 Hp),"8.999
 €",Карпош / Скопје,//reklama5.mk/photos/big/a066a4be-f2b4-466c-9369-3302731e3018.jpg
"Citroen C3 1.4 HDi, AUTOMATIK, 2012 god",2012,"190,000 km",50 kW (67 Hp),"6.999
 €",Карпош / Скопје,//reklama5.mk/photos/big/110a3268-4861-490f-b023-74fd23d91591.jpg
"Citroen C3 1.4 HDi, AUTOMATIK, 2012 god",2012,"190,000 km",50 kW (67 Hp),"6.950
 €",Карпош / Скопје,//reklama5.mk/photos/big/95fbf361-9a47-42bd-9d98-303ee6930712.jpg
"Volkswagen Golf 1.6 TDI 105 ks, 2010 god.",2010,"250,000 km",77 kW (103 Hp),"6.200
 €",Карпош / Скопје,//reklama5.mk/photos/big/ec50174f-e755-49eb-9acd-776dc1c47c8f.jpg
CITROEN C4,2013,"190,000 km",66 kW (89 Hp),По Договор,Кичево,//reklama5.mk/photos/big/ad5bbe7e-d014-404a-a53f-fd3ec8827964.jpg
Alfa Romeo MITO,2010,"200,000 km",88 kW (118 Hp),"3.200
 €",Кичево,//reklama5.mk/photos/big/3a88bbc7-58ce-453e-b484-2804e13da395.jpg
"Mercedes-Benz C 220 CDI Automatik, 2004 godina",2004,"300,000 km",110 kW (148 Hp),"4.300
 €",Карпош / Скопје,//reklama5.mk/photos/big/36d6d54c-9c5b-4693-b579-d4f7b0b802e7.jpg
MERCEDES ML 350  CDI,2012,"190,000 km",190 kW (255 Hp),"23.000
 €",Охрид,//reklama5.mk/photos/big/89574f3e-2850-4d2a-bd94-9c110cc16cbb.jpg
Toyota Corolla 2.0 Hybrid,2019,"120,000 km",133 kW (178 Hp),"21.700
 €",Прилеп,//reklama5.mk/photos/big/f5a3d91d-6f7c-43b0-a8b1-6c1961d9e9fe.jpg
AUDI A4 FACELIFT TOP SOSTOSJBA,2013,"200,000 km",100 kW (134 Hp),"13.400
 €",Свети Николе,//reklama5.mk/photos/big/a54f2c8d-d799-4632-9c71-8ce22ababb09.jpg
BMW X1 1.8d XDrive avtomatik BUKVALNO NOVO,2014,"190,000 km",105 kW (141 Hp),"11.700
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/578f602b-27fc-4287-8fce-6a218743a4e5.jpg
"Mercedes-Benz A 160 CDI, 2009",2009,"200,000 km",60 kW (80 Hp),"4.650
 €",Карпош / Скопје,//reklama5.mk/photos/big/40275091-accf-4576-88f1-902083ed606a.jpg
"BMW X3 2.0 X drive, Automatik, 2008 god.",2008,"300,000 km",130 kW (174 Hp),"7.500
 €",Карпош / Скопје,//reklama5.mk/photos/big/9af35b16-9703-498e-9f64-8be7c5fa46b7.jpg
AUDI A3 SPORTBACK 30 TDI BUSINESS,2019,"110,000 km",85 kW (114 Hp),"1
 €",Аеродром / Скопје,//reklama5.mk/photos/big/3c7875fe-0a49-4a28-b90e-65baf87a97bd.jpg
Mercedes C180,2011,"200,000 km",88 kW (118 Hp),"10.000
 €",Битола,//reklama5.mk/photos/big/e0cbbd39-b7b4-42c8-bab0-b647330e63f2.jpg
VW TURAN 1.6 TDI (105ps) ”DSG Menjac HIGH LINE  2011 GOD FUL,2011,"190,000 km",77 kW (103 Hp),"7.800
 €",Бутел / Скопје,//reklama5.mk/photos/big/30caa4d5-dc73-4e7e-9d83-8a4134a1a152.jpg
Prodavam ili menuvam so moja doplata za ponova,1998,"20,000 km",45 kW (60 Hp),"450
 €",Струга,//reklama5.mk/photos/big/b4f83199-7359-49fd-95b6-ec049baf3b7d.jpg
MERCEDES BENZ C200 2007 GODINA ODLICNO SOCUVAN,2007,"200,000 km",100 kW (134 Hp),"8.200
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/00bdef0d-46d6-4126-8d03-7cbe966e7141.jpg
VW GOLF VII 1.6 TDI 2013 God ODLICNA SOSTOJBA,2013,"200,000 km",66 kW (89 Hp),"123
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/26901fcd-a6a1-4ce1-8f44-ac4caf63e64b.jpg
VW GOLF VII DSG 1.6 TDI 2013 God ODLICNA SOSTOJBA,2013,"160,000 km",77 kW (103 Hp),"123
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/49a24b33-bc38-4a74-b33b-b8cfe5b4d6b5.jpg
OPEL ASTRA K 1.6 CDTI 2016 GOD ODLICNA SOSTOJBA,2016,"180,000 km",81 kW (109 Hp),"123
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/c68b715e-73b1-4f44-bb09-e91a0c77e5d3.jpg
PEUGEOT 508 1.5 HDI ODLICNA SOSTOJBA,2020,"190,000 km",96 kW (129 Hp),"15.500
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/996a9206-2049-4680-bbe4-39a999cac98c.jpg
PEUGEOT 207 1.6 I 2011 GODINA ODLICNA SOSTOJBA,2011,"160,000 km",70 kW (94 Hp),"123
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/5fd82324-e93d-47c0-9ab8-c76861b9dece.jpg
PEUGEOT 3008 1.5 BLUEHDI 2019 GOD ODLICNO,2019,"180,000 km",96 kW (129 Hp),"123
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/211ad285-f32b-4720-aca5-710d6496c500.jpg
PEUGEOT 3008 1.5 HDI 2019 GODINA,2019,"160,000 km",96 kW (129 Hp),"16.800
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/ce6c98d5-ce41-4ae0-b7f3-aade753d65fc.jpg
PEUGEOT 307 CC,2003,"180,000 km",130 kW (174 Hp),"2.950
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/c00d2b8f-35fe-45b1-855d-d0f4e69387b0.jpg
PEUGEOT 508 1.5 HDI 2021 GODINA,2021,"160,000 km",96 kW (129 Hp),"123
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/e032b85f-1fd3-4ff4-96cb-6c976d0f9286.jpg
Delovi za lada niva,2004,"35,000 km",80 kW (107 Hp),"1
 €",Кавадарци,//reklama5.mk/photos/big/c451c1d7-44f6-46f6-86b3-aa8595563f2f.jpg
MERCEDES BENZ C180 2016 GODINA ODLICNO SOCUVAN,2016,"170,000 km",85 kW (114 Hp),"123
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/16a9ed18-e2cd-4842-bda3-180b17ba5efa.jpg
Delovi za mercedes,2008,"25,000 km",80 kW (107 Hp),"1
 €",Кавадарци,//reklama5.mk/photos/big/06b9577f-655c-40ad-a731-315b3cc8231f.jpg
Ford Mondeo,2009,"350,000 km",103 kW (138 Hp),"1
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/9abd3155-d8d3-4160-b37e-7b3c139b9cfb.jpg
KIA RIO 1.1 Dizel 2012God Eco Dynamic s,2012,"170,000 km",55 kW (74 Hp),"6.250
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/f73ace9f-8153-4f68-a77a-403048ea2a1f.jpg
PEUGEOT 3008 1.5 HDI 2019 GODINA,2019,"160,000 km",96 kW (129 Hp),"16.800
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/ac6667b0-69a5-42c8-a6af-8a87bc0f1f86.jpg
SEAT LEON 1.6 TDI 2019 GODINA EDINSTVEN NA PAZAROT,2019,"100,000 km",85 kW (114 Hp),"15.300
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/b69e1f45-da7f-48e6-abc4-87a95e393083.jpg
VW GOLF VII 1.6 TDI 2013 God ODLICNA SOSTOJBA,2013,"200,000 km",77 kW (103 Hp),"123
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/0938d94d-1d4c-4412-aa60-05ac8d270044.jpg
OPEL ASTRA J 1.7 CDTI 2009 GOD ODLICNA SOSTOJBA,2009,"200,000 km",81 kW (109 Hp),"123
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/fe7ae45e-fd7b-4662-9560-ee12e3e3c670.jpg
Prodavam VW Touran,2004,"200,000 km",100 kW (134 Hp),"1
 €",Кочани,//reklama5.mk/photos/big/43ed2ca2-236c-40b1-98ec-324ecc1d4d0e.jpg
OPEL INSIGNIA 2.O DIZEL 2009 GODINA ODLICNO VOZILO,2009,"190,000 km",81 kW (109 Hp),"123
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/85be14eb-a336-4b88-87a9-5c2d5b1c084d.jpg
Volkswagen Passat CC 2.0Tdi Bluemotion,2010,"300,000 km",103 kW (138 Hp),"8.300
 €",Кисела Вода / Скопје,//reklama5.mk/photos/big/553f60b9-7d9b-4caa-820e-401f096592ec.jpg
VW GOLF V 1.9 TDI,2004,"250,000 km",77 kW (103 Hp),"4.750
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/074ec253-a012-4123-b043-7187a51e2e67.jpg
Opel Astra,2007,"450,000 km",90 kW (121 Hp),"3.500
 €",Чаир / Скопје,//reklama5.mk/photos/big/89576491-2bce-42f6-aa3f-78575e02b8bf.jpg
audi a3 1.6 tdi 77kw 105 ks god 2012/11,2012,"200,000 km",77 kW (103 Hp),"11
 €",Чаир / Скопје,//reklama5.mk/photos/big/f1f823bc-fcbd-4b0f-97a3-0a641c769a7e.jpg
Mercedes c klasa 200 cdi automatic,2010,"250,000 km",100 kW (134 Hp),"11
 €",Чаир / Скопје,//reklama5.mk/photos/big/cff00502-7597-48bc-a0ef-06ff992ca875.jpg
VLECNA KUKA KUKI ZA GOLF 5 6  POLO BERLINGO PARTNER SCENIK,2011,"5,000 km",66 kW (89 Hp),"1
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/f2dd22af-b461-4a72-8481-fbb48b312562.jpg
passat b6,2009,"200,000 km",103 kW (138 Hp),"5.800
 €",Чаир / Скопје,//reklama5.mk/photos/big/0674baa7-319d-45bc-8ed5-013590879b11.jpg
SMART CABRIO,2004,"150,000 km",45 kW (60 Hp),"2.800
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/8f2500ea-3bb8-4b2b-beda-5a05bc89c3d6.jpg
DELOVI ZA POLO 1.4 TDI,2008,"130,000 km",55 kW (74 Hp),"1
 €",Скопје Центар / Скопје,//reklama5.mk/photos/big/58800e35-af06-4c0b-a004-1205692ae242.jpg
LAND ROVER FREELANDER 4X4 1.8 BENZIN A-TES PLIN,2000,"200,000 km",70 kW (94 Hp),"1
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/73aef8c8-3886-48b7-8e18-b646e80cdcca.jpg
OPEL CORSA 1.4 101 KS 2010 GOD ODLICNA,,,,"3.600
 €",Битола,//reklama5.mk/photos/big/e2b215fb-bf9d-4541-a39a-6bf87a0a6040.jpg
VW PASSAT 6 - 1.9 TDI - 105ks,2008,"200,000 km",77 kW (103 Hp),"4.700
 €",Кочани,//reklama5.mk/photos/big/7a61dd98-ee4a-4e76-b7ea-76d949042740.jpg
FIAT PUNTO GRANDE 1.2 BENZIN KLIMA UVOS OD SVAJCARIJA,2007,"190,000 km",44 kW (59 Hp),"1
 €",Гази Баба / Скопје,//reklama5.mk/photos/big/d4bb04bd-b011-4c8c-9173-0d52ddb5b2ae.jpg
